component_id,name,observed_version,original_cpe,source,source_name,description,payload_summary,actual_product,actual_vendor,actual_product_version,product_classification,product_reason,product_evidence,version_reason,version_evidence,cpe_family,cpe_family_binding_basis,cpe_resolution_path,active_exact_match,deprecated_match,deprecated_resolution,resolved_active_cpe,configuration_gate_passed,configuration_only_match,configuration_criteria,proposed_gt_cpe,proposed_decision,decision_reason,discrepancy_fields,evidence_strength,human_validation_required,human_validation_reason,exact_firmware_evidence
199835,kmod-usb-wdm,5.15.176-1,cpe:2.3:a:kmod-usb-wdm:kmod-usb-wdm:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-wdm,USB Wireless Device Management support,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-wdm,kmod usb wdm,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=USB Wireless Device Management support; paths=/etc/modules.d/usb-wdm,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-wdm.control; list=/usr/lib/opkg/info/kmod-usb-wdm.list; status_version_matches=True
199836,kmod-usb2,5.15.176-1,cpe:2.3:a:kmod-usb2:kmod-usb2:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb2,Kernel support for USB2 (EHCI) controllers,files=2; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules-boot.d/40-usb2 | /etc/modules.d/40-usb2,kmod usb2,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for USB2 (EHCI) controllers; paths=/etc/modules-boot.d/40-usb2 | /etc/modules.d/40-usb2,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb2.control; list=/usr/lib/opkg/info/kmod-usb2.list; status_version_matches=True
199837,kmod-wireguard,5.15.176-1,cpe:2.3:a:kmod-wireguard:kmod-wireguard:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-wireguard,"WireGuard is a novel VPN that runs inside the Linux Kernel and utilizes
state-of-the-art cryptography. It aims to be faster, simpler, leaner, and
more useful than IPSec, while avoiding the massive headache. It intends to
be considerably more performant than OpenVPN.  WireGuard is designed as a
general purpose VPN for running on embedded interfaces and super computers
alike, fit for many different circumstances. It uses UDP.",files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/wireguard,kmod wireguard,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,"Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=WireGuard is a novel VPN that runs inside the Linux Kernel and utilizes
state-of-the-art cryptography. It aims to be faster, simpler, leaner, and
more useful than IPSec, while avoiding the massive headache. It intends to
be considerably more performant than OpenVPN.  WireGuard is designed as a
general purpose VPN for running on embedded interfaces and super computers
alike, fit for many different circumstances. It uses UDP.; paths=/etc/modules.d/wireguard",OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-wireguard.control; list=/usr/lib/opkg/info/kmod-wireguard.list; status_version_matches=True
199838,kmod-xfrm-interface,5.15.176-1,cpe:2.3:a:kmod-xfrm-interface:kmod-xfrm-interface:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-xfrm-interface,Kernel module for XFRM interface support,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/xfrm-interface,kmod xfrm interface,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel module for XFRM interface support; paths=/etc/modules.d/xfrm-interface,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-xfrm-interface.control; list=/usr/lib/opkg/info/kmod-xfrm-interface.list; status_version_matches=True
199839,ledman-full,2.22.5,cpe:2.3:a:ledman-full:ledman-full:2.22.5:*:*:*:*:*:*:*,package/teltonika/ledman,ledman-full,Daemon for handling and controlling LEDs,files=2; exec=1; lib=0; plugin=0; kmod=0; paths=/usr/bin/ledman | /etc/init.d/ledman,ledman full,Teltonika,2.22.5,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/ledman; Description=Daemon for handling and controlling LEDs; paths=/usr/bin/ledman | /etc/init.d/ledman; siblings=ledman-full,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:ledman_full,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/ledman-full.control; list=/usr/lib/opkg/info/ledman-full.list; status_version_matches=True
199840,libapi20241125,2024-11-25-1.2,cpe:2.3:a:libapi20241125:libapi20241125:2024-11-25-1.2:*:*:*:*:*:*:*,package/teltonika/libs/libapi,libapi,"A helper library for RUTOS API communication.
It provides an easy way to interact with the RUTOS API, including access control, data manipulation, and other features.",files=2; exec=0; lib=1; plugin=0; kmod=0; paths=/usr/lib/libapi.so.20241125 | /usr/share/libapi/acl.d/default.json,libapi20241125,Teltonika,2024-11-25-1.2,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.","Source=package/teltonika/libs/libapi; Description=A helper library for RUTOS API communication.
It provides an easy way to interact with the RUTOS API, including access control, data manipulation, and other features.; paths=/usr/lib/libapi.so.20241125 | /usr/share/libapi/acl.d/default.json; siblings=libapi20241125",VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:libapi20241125,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/libapi20241125.control; list=/usr/lib/opkg/info/libapi20241125.list; status_version_matches=True
199841,libatomic1,8.4.0-3,cpe:2.3:a:libatomic1:libatomic1:8.4.0-3:*:*:*:*:*:*:*,package/libs/toolchain,libatomic,Atomic support library,files=2; exec=0; lib=2; plugin=0; kmod=0; paths=/lib/libatomic.so.1 | /lib/libatomic.so.1.2.0,libatomic1,OpenWrt/upstream source,8.4.0-3,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Package payload is a configuration, split support, suite library, or optional subsystem; no parent CPE is inherited.",Exact control/list/status: Source=package/libs/toolchain; role=LIBRARY_PACKAGE; Description=Atomic support library; paths=/lib/libatomic.so.1 | /lib/libatomic.so.1.2.0,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/libatomic1.control; list=/usr/lib/opkg/info/libatomic1.list; status_version_matches=True
199842,libblkid1,2.36.1-2,cpe:2.3:a:libblkid1:libblkid1:2.36.1-2:*:*:*:*:*:*:*,package/utils/util-linux,libblkid,"The libblkid library is used to identify block devices (disks) as to their
content (e.g. filesystem type, partitions) as well as extracting additional
information such as filesystem labels/volume names, partitions, unique
identifiers/serial numbers...",files=2; exec=0; lib=2; plugin=0; kmod=0; paths=/usr/lib/libblkid.so.1.1.0 | /usr/lib/libblkid.so.1,libblkid1,OpenWrt/upstream source,2.36.1-2,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Package payload is a configuration, split support, suite library, or optional subsystem; no parent CPE is inherited.","Exact control/list/status: Source=package/utils/util-linux; role=LIBRARY_PACKAGE; Description=The libblkid library is used to identify block devices (disks) as to their
content (e.g. filesystem type, partitions) as well as extracting additional
information such as filesystem labels/volume names, partitions, unique
identifiers/serial numbers...; paths=/usr/lib/libblkid.so.1.1.0 | /usr/lib/libblkid.so.1",OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/libblkid1.control; list=/usr/lib/opkg/info/libblkid1.list; status_version_matches=True
199843,libblobmsg-json20240329,2024-03-29-eb9bcb64-2,cpe:2.3:a:libblobmsg-json20240329:libblobmsg-json20240329:2024-03-29-eb9bcb64-2:*:*:*:*:*:*:*,package/libs/libubox,libblobmsg-json,blobmsg <-> json conversion library,files=1; exec=0; lib=1; plugin=0; kmod=0; paths=/lib/libblobmsg_json.so.20240329,libubox,OpenWrt,2024-03-29-eb9bcb64,PRODUCT_IDENTITY_CONFIRMED,"Exact control Source, description, and core executable/library payload establish the OpenWrt software product independently of CPE metadata.",Source=package/libs/libubox; Description=blobmsg <-> json conversion library; paths=/lib/libblobmsg_json.so.20240329; siblings=jshn | libblobmsg-json20240329 | libjson-script20240329 | libubox-lua | libubox20240329,DATE_OR_GIT_SOURCE_VERSION,"Date/hash structure, SourceDateEpoch, and official OpenWrt PKG_RELEASE policy jointly identify only the final suffix as packaging metadata.",a:openwrt:libubox,EXACT_OPENWRT_PROJECT_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/libblobmsg-json20240329.control; list=/usr/lib/opkg/info/libblobmsg-json20240329.list; status_version_matches=True
199844,libboardjson,7.13,cpe:2.3:a:libboardjson:libboardjson:7.13:*:*:*:*:*:*:*,package/teltonika/libs/libboardjson,libboardjson,A shell utility and a library that provides an easy way to read /etc/board.json. Refer to this package's git repo for further documentation. Created by Teltonika.,files=2; exec=0; lib=2; plugin=0; kmod=0; paths=/usr/lib/rpcd/bjson_rpc.so | /usr/lib/libboardjson.so,libboardjson,Teltonika,7.13,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/libs/libboardjson; Description=A shell utility and a library that provides an easy way to read /etc/board.json. Refer to this package's git repo for further documentation. Created by Teltonika.; paths=/usr/lib/rpcd/bjson_rpc.so | /usr/lib/libboardjson.so; siblings=libboardjson,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:libboardjson,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/libboardjson.control; list=/usr/lib/opkg/info/libboardjson.list; status_version_matches=True
199845,libc,1.2.4-3,cpe:2.3:a:libc:libc:1.2.4-3:*:*:*:*:*:*:*,package/libs/toolchain,libc,C library,files=3; exec=1; lib=2; plugin=0; kmod=0; paths=/usr/bin/ldd | /lib/ld-musl-mipsel-sf.so.1 | /lib/libc.so,musl,musl libc project,1.2.4,PRODUCT_IDENTITY_CONFIRMED,The exact package description and installed core executable/library identify the named upstream product; package role was not used as a hard gate.,Source=package/libs/toolchain; Description=C library; paths=/usr/bin/ldd | /lib/ld-musl-mipsel-sf.so.1 | /lib/libc.so; siblings=libatomic1 | libc | libgcc1 | libpthread | librt | libstdcpp6,PRODUCT_SPECIFIC_UPSTREAM_VERSION_NORMALIZATION,Observed 1.2.4-3 was normalized to 1.2.4 using the exact package/source structure and product-specific official release evidence.,a:musl-libc:musl,VERIFIED_UPSTREAM_TO_CPE_FAMILY,VERSION_NOT_IN_DICTIONARY,,,NOT_ENCOUNTERED,,false,false,,cpe:2.3:a:musl-libc:musl:1.2.4:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,ACTIVE_FAMILY_EXACT_VERSION_ABSENT,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",MODERATE,true,PROPOSED_GT_CPE_CONFIRMATION,control=/usr/lib/opkg/info/libc.control; list=/usr/lib/opkg/info/libc.list; status_version_matches=True
199846,libcap-bin,2.69-1,cpe:2.3:a:libcap-bin:libcap-bin:2.69-1:*:*:*:*:*:*:*,package/libs/libcap,libcap-bin,"Linux capabilities
.
This package contains the libcap utilities.",files=4; exec=4; lib=0; plugin=0; kmod=0; paths=/usr/sbin/setcap | /usr/sbin/getcap,libcap,libcap project,2.69,PRODUCT_IDENTITY_CONFIRMED,The exact package description and installed core executable/library identify the named upstream product; package role was not used as a hard gate.,"Source=package/libs/libcap; Description=Linux capabilities
.
This package contains the libcap utilities.; paths=/usr/sbin/setcap | /usr/sbin/getcap; siblings=libcap | libcap-bin",PRODUCT_SPECIFIC_UPSTREAM_VERSION_NORMALIZATION,Observed 2.69-1 was normalized to 2.69 using the exact package/source structure and product-specific official release evidence.,a:libcap_project:libcap,VERIFIED_UPSTREAM_TO_CPE_FAMILY,ACTIVE_EXACT,cpe:2.3:a:libcap_project:libcap:2.69:*:*:*:*:*:*:*,,NOT_ENCOUNTERED,,false,false,,cpe:2.3:a:libcap_project:libcap:2.69:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,ACTIVE_EXACT,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",STRONG,true,PROPOSED_GT_CPE_CONFIRMATION,control=/usr/lib/opkg/info/libcap-bin.control; list=/usr/lib/opkg/info/libcap-bin.list; status_version_matches=True
199847,libcap-ng,0.8.1-1,cpe:2.3:a:libcap-ng:libcap-ng:0.8.1-1:*:*:*:*:*:*:*,feeds/packages/libs/libcap-ng,libcap-ng,POSIX capabilities library library,files=3; exec=0; lib=3; plugin=0; kmod=0; paths=/usr/lib/libcap-ng.so | /usr/lib/libcap-ng.so.0.0.0,libcap-ng,libcap-ng project,0.8.1,PRODUCT_IDENTITY_CONFIRMED,The exact package description and installed core executable/library identify the named upstream product; package role was not used as a hard gate.,Source=feeds/packages/libs/libcap-ng; Description=POSIX capabilities library library; paths=/usr/lib/libcap-ng.so | /usr/lib/libcap-ng.so.0.0.0; siblings=libcap-ng,PRODUCT_SPECIFIC_UPSTREAM_VERSION_NORMALIZATION,Observed 0.8.1-1 was normalized to 0.8.1 using the exact package/source structure and product-specific official release evidence.,a:libcap-ng_project:libcap-ng,VERIFIED_UPSTREAM_TO_CPE_FAMILY,VERSION_NOT_IN_DICTIONARY,,,NOT_ENCOUNTERED,,false,false,,cpe:2.3:a:libcap-ng_project:libcap-ng:0.8.1:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,ACTIVE_FAMILY_EXACT_VERSION_ABSENT,"[""VENDOR"", ""VERSION""]",MODERATE,true,PROPOSED_GT_CPE_CONFIRMATION,control=/usr/lib/opkg/info/libcap-ng.control; list=/usr/lib/opkg/info/libcap-ng.list; status_version_matches=True
199848,libcap,2.69-1,cpe:2.3:a:libcap:libcap:2.69-1:*:*:*:*:*:*:*,package/libs/libcap,libcap,Linux capabilities library library,files=3; exec=0; lib=3; plugin=0; kmod=0; paths=/usr/lib/libcap.so.2.69 | /usr/lib/libcap.so,libcap,libcap project,2.69,PRODUCT_IDENTITY_CONFIRMED,The exact package description and installed core executable/library identify the named upstream product; package role was not used as a hard gate.,Source=package/libs/libcap; Description=Linux capabilities library library; paths=/usr/lib/libcap.so.2.69 | /usr/lib/libcap.so; siblings=libcap | libcap-bin,PRODUCT_SPECIFIC_UPSTREAM_VERSION_NORMALIZATION,Observed 2.69-1 was normalized to 2.69 using the exact package/source structure and product-specific official release evidence.,a:libcap_project:libcap,VERIFIED_UPSTREAM_TO_CPE_FAMILY,ACTIVE_EXACT,cpe:2.3:a:libcap_project:libcap:2.69:*:*:*:*:*:*:*,,NOT_ENCOUNTERED,,false,false,,cpe:2.3:a:libcap_project:libcap:2.69:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,ACTIVE_EXACT,"[""VENDOR"", ""VERSION""]",STRONG,true,PROPOSED_GT_CPE_CONFIRMATION,control=/usr/lib/opkg/info/libcap.control; list=/usr/lib/opkg/info/libcap.list; status_version_matches=True
199849,libcares,1.19.1-2,cpe:2.3:a:libcares:libcares:1.19.1-2:*:*:*:*:*:*:*,package/libs/c-ares,libcares,"c-ares is a C library for asynchronous DNS requests (including name resolves)

C89 compatibility, MIT licensed, builds for and runs on POSIX, Windows,
Netware, Android and many more operating systems.",files=2; exec=0; lib=2; plugin=0; kmod=0; paths=/usr/lib/libcares.so.2 | /usr/lib/libcares.so.2.6.1,c-ares,c-ares project,1.19.1,PRODUCT_IDENTITY_CONFIRMED,The exact package description and installed core executable/library identify the named upstream product; package role was not used as a hard gate.,"Source=package/libs/c-ares; Description=c-ares is a C library for asynchronous DNS requests (including name resolves)

C89 compatibility, MIT licensed, builds for and runs on POSIX, Windows,
Netware, Android and many more operating systems.; paths=/usr/lib/libcares.so.2 | /usr/lib/libcares.so.2.6.1; siblings=libcares",PRODUCT_SPECIFIC_UPSTREAM_VERSION_NORMALIZATION,Observed 1.19.1-2 was normalized to 1.19.1 using the exact package/source structure and product-specific official release evidence.,a:c-ares:c-ares,VERIFIED_UPSTREAM_TO_CPE_FAMILY,ACTIVE_EXACT,cpe:2.3:a:c-ares:c-ares:1.19.1:*:*:*:*:*:*:*,,NOT_ENCOUNTERED,,false,false,,cpe:2.3:a:c-ares:c-ares:1.19.1:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,ACTIVE_EXACT,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",MODERATE,true,PROPOSED_GT_CPE_CONFIRMATION,control=/usr/lib/opkg/info/libcares.control; list=/usr/lib/opkg/info/libcares.list; status_version_matches=True
199850,libcfg20250129,2025-01-29-1.2,cpe:2.3:a:libcfg20250129:libcfg20250129:2025-01-29-1.2:*:*:*:*:*:*:*,package/teltonika/libs/libcfg,libcfg,A helper library for UCI config parsing,files=1; exec=0; lib=1; plugin=0; kmod=0; paths=/usr/lib/libcfg.so.20250129,libcfg20250129,Teltonika,2025-01-29-1.2,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/libs/libcfg; Description=A helper library for UCI config parsing; paths=/usr/lib/libcfg.so.20250129; siblings=libcfg20250129,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:libcfg20250129,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/libcfg20250129.control; list=/usr/lib/opkg/info/libcfg20250129.list; status_version_matches=True
199851,libcfgx,7.12,cpe:2.3:a:libcfgx:libcfgx:7.12:*:*:*:*:*:*:*,package/teltonika/libs/libcfgx,libcfgx,An abstraction over UCI and blobmsg to allow deduplication of configuration parsing logic.,files=1; exec=0; lib=1; plugin=0; kmod=0; paths=/usr/lib/libcfgx.so,libcfgx,Teltonika,7.12,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/libs/libcfgx; Description=An abstraction over UCI and blobmsg to allow deduplication of configuration parsing logic.; paths=/usr/lib/libcfgx.so; siblings=libcfgx,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:libcfgx,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/libcfgx.control; list=/usr/lib/opkg/info/libcfgx.list; status_version_matches=True
199852,libcgi,1.3.0-1,cpe:2.3:a:libcgi:libcgi:1.3.0-1:*:*:*:*:*:*:*,package/libs/libcgi,libcgi,LibCGI is a simple to use yet powerful library written from scratch to assist in the making of CGI appliactions in C,files=3; exec=0; lib=3; plugin=0; kmod=0; paths=/usr/lib/libcgi.so.1.3.0 | /usr/lib/libcgi.so,libcgi,libcgi project,1.3.0,PRODUCT_IDENTITY_CONFIRMED,The exact package description and installed core executable/library identify the named upstream product; package role was not used as a hard gate.,Source=package/libs/libcgi; Description=LibCGI is a simple to use yet powerful library written from scratch to assist in the making of CGI appliactions in C; paths=/usr/lib/libcgi.so.1.3.0 | /usr/lib/libcgi.so; siblings=libcgi,PRODUCT_SPECIFIC_UPSTREAM_VERSION_NORMALIZATION,Observed 1.3.0-1 was normalized to 1.3.0 using the exact package/source structure and product-specific official release evidence.,a:libcgi_project:libcgi,PROJECT_IDENTITY_TUPLE_NO_DICTIONARY_FAMILY,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/libcgi.control; list=/usr/lib/opkg/info/libcgi.list; status_version_matches=True
